Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Saint Kitts and Nevis,-0.20010836528106496,-0.1961828039122412,-0.19449089509642653,-0.1909538338932553,-0.18525008437862642,-0.1852410682566336,-0.19020337549705407,-0.1917385834730152,-0.1905224253985533,-0.1877631868116061,-0.18690207978140277,-0.1862643865170081,-0.18773012704737613,-0.1879436572970145,-0.1889698454553321,-0.19050800815925034,-0.18916226029856567,-0.18932161373865486,-0.1889896344974383,-0.1880266644793507,-0.18823843460231093,-0.18604183609425695
Saint Lucia,-0.19965912947067507,-0.1957260010241848,-0.19402737215803337,-0.19047687648825856,-0.18483241979920295,-0.18480234125920916,-0.1897364164075857,-0.1913251860416226,-0.1901380523113415,-0.1873966557595806,-0.1865992890330553,-0.1859949469727284,-0.18739201235172878,-0.1875597998531343,-0.18860899591312694,-0.19012386635929604,-0.18873993719436633,-0.1888840749219999,-0.1885448328850249,-0.187577902241779,-0.18774331886356144,-0.18557111663826378
Saint Vincent and the Grenadines,-0.20003972916093174,-0.19610491647210757,-0.1943867606506063,-0.1908596703678487,-0.1851484475931881,-0.18514209460759218,-0.19005254087998835,-0.19157649820444003,-0.1902614975238332,-0.1875535213747964,-0.18666145481886004,-0.18605101263886398,-0.1875005083536516,-0.18770707838919226,-0.18872216828082564,-0.19027867926227238,-0.18891621167776187,-0.18905165485662584,-0.1887075504783289,-0.18778219754476164,-0.18791312734428864,-0.1858033880646139
Samoa,-0.19969641073673136,-0.19577225703153686,-0.19407442123852675,-0.19052550839292304,-0.18483534544069513,-0.18479804058391316,-0.1897336717420912,-0.19124992777151348,-0.19003545241047606,-0.1873148307846636,-0.18644962851802033,-0.18579674789264986,-0.18721570634860424,-0.18741158806694685,-0.18838718504762195,-0.1899078913759057,-0.188545101545464,-0.1887059444851607,-0.18837795007208763,-0.1874240900052537,-0.18760986762933202,-0.18542100960697785
San Marino,-0.20044306973436507,-0.19649713300368957,-0.19477299780324336,-0.19120276845525652,-0.18550683867598003,-0.1854820804249101,-0.19046661941426224,-0.19199974136209386,-0.19077046050827914,-0.18802004761967286,-0.1871679758587331,-0.18652594906687212,-0.1879691573016123,-0.18817271187566784,-0.18917160266554378,-0.19070276718468993,-0.18933400766842293,-0.18948495114329028,-0.18914895414840993,-0.18818461203089434,-0.18842472574143582,-0.18622619991691516
Sao Tome and Principe,-0.20002346598387208,-0.19608109363570309,-0.19436860584237245,-0.19083249729111745,-0.18512662230765645,-0.18510455087460287,-0.19004266008420806,-0.19154326887830844,-0.19032770849920086,-0.1875908057180895,-0.18675091572178087,-0.18611130639759038,-0.18752231277645182,-0.18772918475163425,-0.18871635562711742,-0.1902395424679053,-0.1888608677147568,-0.18900035373739826,-0.18865186806849502,-0.18767940542859213,-0.1878889598451589,-0.18572755598553065
Saudi Arabia,-0.18248114870139606,-0.17854880953289742,-0.1768848223339824,-0.173747622863445,-0.16854865033071445,-0.16829193256344593,-0.17193268623310537,-0.17305834857340874,-0.17248960418460882,-0.17077025741363,-0.17125330337817232,-0.17205208766609426,-0.17437278440548049,-0.17462652791818725,-0.17492159146720182,-0.17614937154937185,-0.17426737769069936,-0.17346956789732765,-0.17286212329959819,-0.17225188773001238,-0.17380232878992777,-0.17146993132060448
Senegal,-0.16108900663241305,-0.15962778641680017,-0.15941267324495345,-0.15591351315453567,-0.15136372476980497,-0.15132582663800925,-0.1543285237363602,-0.15495193490746342,-0.1525604620783324,-0.15008564708170927,-0.1497754580974254,-0.14843263031510065,-0.1482851662621126,-0.14726538396593689,-0.1472739366102886,-0.14887437880622278,-0.1475519186898717,-0.14735891707060916,-0.14678719072922425,-0.14561315507905706,-0.14410874018816078,-0.14326470595267163
Serbia,-0.07337307877869936,-0.07783565104738673,-0.07580076784933668,-0.07475610433143337,-0.07599972654674592,-0.0755066065695289,-0.07687583226531697,-0.0775577575575404,-0.07985816027575308,-0.07748229374306102,-0.08029539050651419,-0.08506331070288912,-0.08553981221046356,-0.09160360482171913,-0.09471836309528599,-0.09373236981754213,-0.10008728362027323,-0.1015802321443706,-0.10971947626941492,-0.10738184550241393,-0.10434710924609975,-0.10186646356805117
Seychelles,-0.20025094372740587,-0.19630727823245475,-0.19457278350962215,-0.19098824096580538,-0.18526740417626011,-0.185227236355006,-0.19018294298726152,-0.1917107692963273,-0.19047778269359655,-0.18773286378557338,-0.1868914971406565,-0.18625071761493375,-0.18767523602054126,-0.18787716322528933,-0.1888760292244817,-0.19040377826228758,-0.1890324453178564,-0.1891814986034413,-0.18884270089432345,-0.18788058581896358,-0.1882291597945309,-0.18595245701131283
Sierra Leone,-0.1780479858055241,-0.17318529644005942,-0.1704359659627181,-0.16650888543390135,-0.16069862759172993,-0.15989811861311934,-0.16343196925603157,-0.1634039986164,-0.16212641173154324,-0.15955333352695442,-0.15860062870753971,-0.15784482777484343,-0.15879103989657703,-0.15947340389401476,-0.16099586821924045,-0.16231529516414128,-0.1601771329253374,-0.1598625461169104,-0.15937010001917257,-0.15866506856309057,-0.15965787593305075,-0.1570194305394064
Singapore,-0.18822556470358776,-0.18638043465178789,-0.18527355832026227,-0.18128958021857158,-0.176066846811656,-0.1758687344420024,-0.18124960573568413,-0.18217198355130954,-0.18127005911821664,-0.17912490002199044,-0.17773780203830344,-0.17608481921157265,-0.17688608026036678,-0.17745182602891035,-0.1787952601514216,-0.18215869047293043,-0.1809142555543126,-0.18125438713889855,-0.18119639895259326,-0.1805635486844825,-0.18026050994442583,-0.1774463400008801
Slovakia,-0.16494303503671942,-0.16128909838328667,-0.16028167487569628,-0.15809052036684035,-0.15428082338882668,-0.1572464035897407,-0.16247902139633275,-0.15841775362298796,-0.15338921383188808,-0.1523395210303063,-0.15290786192968997,-0.15356362339080956,-0.1552380881180932,-0.15809213537425684,-0.15835058764317492,-0.15843896043816175,-0.158468939809518,-0.1605315819318644,-0.16189542883839206,-0.1644426406975724,-0.16317392906301428,-0.1603968906475694
Slovenia,-0.1861786095706195,-0.18331185479925072,-0.1817117000104668,-0.1788277116246948,-0.17430274350470198,-0.17539542769050886,-0.18119227272313185,-0.1814996435192471,-0.17927710273499323,-0.17550525102342696,-0.17597212023553546,-0.17594592926591857,-0.17679763497431655,-0.17727480014497532,-0.17796765451644786,-0.17939419912370344,-0.17832389777664637,-0.17852002073723877,-0.17806157792888266,-0.17785545440138595,-0.17822895604828518,-0.17679286575333866
Solomon Islands,-0.19799938955761487,-0.1941087613050466,-0.19235233539693627,-0.18876175079050464,-0.1832855161166283,-0.18307079639747068,-0.1878511361756803,-0.18900793283025746,-0.18761540812517674,-0.18485742679752035,-0.18401486937407963,-0.18329858228132703,-0.18465476812218395,-0.18481347803461812,-0.18575905179999563,-0.18724670497724577,-0.18591292455648822,-0.1859903903546431,-0.18557453803682755,-0.18462383727317758,-0.1846340323033798,-0.18233483603393813
Somalia,-0.15696953010084458,-0.15450395752800974,-0.15362320717978833,-0.15137190115768315,-0.1461268264988048,-0.1457647047768951,-0.1484076093464395,-0.14907065186111818,-0.14721357939964202,-0.14502618529451972,-0.14560659158704176,-0.1471144500510717,-0.14585049493448182,-0.14402134818774442,-0.1440093177816142,-0.14459748448176574,-0.14296074649505758,-0.14202304244330882,-0.14119406803907658,-0.13973434828471135,-0.13668571403003024,-0.1387199716306118
South Africa,-0.05039003965209092,-0.050797591997363896,-0.037642365434695124,-0.03032271357641524,-0.02830357842805224,-0.02803180068052595,-0.006938095910847548,0.00015246760536749893,0.00633081716272792,0.00732595958531619,0.026804750536069,0.02008813572980246,0.024641268242201957,0.024199729072601615,0.029178234441959775,0.0329329113004426,0.02907239740432364,0.02086727768297249,0.018926894462265323,0.013247173270422064,0.04657574288485862,0.010385567549982624
South Korea,0.10892693711868277,0.09427759217152701,0.08775756158933007,0.0776551906691383,0.06364219510588869,0.04504974897588973,0.04192384205170288,0.03212080234605003,0.016673706523255817,-0.0005472312420077386,-0.000650436249918422,-0.008301826364226566,-0.007353770143790203,-0.010485795208310547,-0.019912881209880436,-0.023251338848715962,-0.03129869882930419,-0.037143626015699385,-0.03648598181695838,-0.04852149010422131,-0.044632345831774625,-0.03873794461869926
South Sudan,-0.1855975455495722,-0.1824624383323389,-0.18121563905309118,-0.17793403958660445,-0.17227849215626342,-0.17200277605431208,-0.1758139482051953,-0.17669683671323924,-0.1752902862700655,-0.1719863051482833,-0.17111971922448962,-0.1700261942052566,-0.17061669490787934,-0.16989856610599446,-0.17019561336974842,-0.17051806665589622,-0.16957242141802092,-0.16967920228736705,-0.16764847404024774,-0.1654552558231606,-0.16361657588917955,-0.16159535930330676
Spain,0.07290186366672506,0.0665630969167073,0.055865572508278824,0.0561391594580825,0.03240845612519599,0.03354689548996658,0.027674392700064828,0.030932115507376214,0.021523133311490476,0.014569092206357784,0.005948158312903576,-0.00019529864797007216,0.0010522148155282646,-0.011955022552771614,-0.015225266626901166,-0.011796340211464019,-0.022794855581220904,-0.02514625360734712,-0.02951904911961908,-0.035433647714379325,-0.03507855183370777,-0.041438885001488505
Sri Lanka,-0.05969719401862609,-0.06694338702142723,-0.06747608509492413,-0.0634711316439256,-0.059003153785102916,-0.052385188185327024,-0.04666322541982653,-0.04825010726737188,-0.046960824475353144,-0.048869273999445545,-0.05511124999040869,-0.05161597067949241,-0.0533149213031565,-0.05069651022452057,-0.052018725207910226,-0.05372965219669065,-0.05834837198709302,-0.057993148894819116,-0.05891925190088157,-0.06212221896711379,-0.09339483323150716,-0.06778220185410697
Sudan,-0.11428978511372397,-0.11282140536922644,-0.11371791587568755,-0.11512411101602574,-0.11161192207180366,-0.11319295925039695,-0.11283137719154986,-0.11249864012806078,-0.11019037806138568,-0.10728445985971326,-0.10964729878888217,-0.10473008067224669,-0.10596967952080429,-0.10337025576668782,-0.102035796595467,-0.10185253203433325,-0.09957317328908595,-0.09838850984517905,-0.09460647007987749,-0.09374411362591603,-0.08955829574356691,-0.09217085733355905
Suriname,-0.19835428515870518,-0.1942738006216934,-0.19242674454054262,-0.1888205346052678,-0.1831566123524829,-0.18318499676174924,-0.1881302991527567,-0.1897040256769251,-0.18854513312233223,-0.18588392612236232,-0.18507614053788268,-0.184456152945982,-0.18586359830740035,-0.18589680645054077,-0.18682945198036097,-0.18830744506563718,-0.1869669497660308,-0.18709802561874972,-0.18666856585681232,-0.1856620698697234,-0.18585215905775984,-0.18414317938456132
Sweden,-0.12748749112118254,-0.12782244692950767,-0.12797033529459556,-0.13021696183876094,-0.1299616625364092,-0.1343229325036217,-0.13757496357265137,-0.14047422519087657,-0.13744363487600816,-0.13803631483448653,-0.13980499131255525,-0.13997186952644197,-0.14210241403185017,-0.14505550598747027,-0.14823348948443854,-0.151960982737744,-0.15209346240252275,-0.15498648358871528,-0.15549008831976152,-0.15720449678077836,-0.1583572298888791,-0.15700240595217893
Switzerland,-0.16698909431671405,-0.16547185905955353,-0.16555999359354495,-0.16160016334671298,-0.15985095222578602,-0.1598235542022443,-0.16423414349123114,-0.16520465887799723,-0.1648535930072196,-0.16332495162096577,-0.16364877965807298,-0.1635891259525253,-0.16466525662137152,-0.1642702512313895,-0.1668728098774549,-0.16775681261905412,-0.1673913147042123,-0.16766975028645761,-0.1679005246335806,-0.16753360070489692,-0.16703129511928344,-0.16630987235957692
Syria,-0.1454822830671069,-0.1452826669521897,-0.1449806235051401,-0.14658421172322844,-0.1430966810925253,-0.14400834385635405,-0.14673476622381026,-0.14705295487125036,-0.14499481888932303,-0.14294634427743327,-0.14084891388497092,-0.1378593870461077,-0.13779168548993678,-0.1370405788911291,-0.13880170319789917,-0.14110679459363348,-0.14115606927195432,-0.1402910853974379,-0.1388801789217658,-0.13857726566043144,-0.1367175133709904,-0.13560198076497937
Tajikistan,-0.17329383189802522,-0.16960333446300513,-0.1678086967246793,-0.1648744279080096,-0.159238615461473,-0.15800518219331383,-0.16066369963825441,-0.16052043153764783,-0.15965154307173565,-0.157438803911994,-0.15849237349728257,-0.15876272930058405,-0.16066715556775724,-0.16274275408196928,-0.1636946252094214,-0.16551711273107392,-0.16481476462283778,-0.16564522613952917,-0.16565804711077137,-0.16497717044273172,-0.16408439719360493,-0.1623063953411996
Tanzania,-0.12425904373953595,-0.1250293517101704,-0.12378130507077789,-0.12198327642966325,-0.11705654088874855,-0.11555001989876672,-0.1148591970514709,-0.11372880208860997,-0.11212941376858175,-0.10866752021440264,-0.10856653937408732,-0.10731402443599392,-0.10998607758336353,-0.10658716896299239,-0.10643359226455532,-0.10476952392054734,-0.10277819990740777,-0.10129626174882024,-0.09690183493092465,-0.09145884187709452,-0.08644657123391163,-0.07276350264924634
Thailand,0.06923203641614965,0.06834345689067077,0.08406382521831478,0.08638188201177202,0.09625695389654952,0.09673410233839216,0.110481499602959,0.11107478887890543,0.1055746228563686,0.10018521230222847,0.10619491181382237,0.10939037436909657,0.10955458854016734,0.11151146146721083,0.1230679953617445,0.13077975318664328,0.14369738429194104,0.14838567148149692,0.16199933897712643,0.18136437743569997,0.19235187168141704,0.19652892671156655
Togo,-0.17682480193768857,-0.17311098242538647,-0.17144125650597702,-0.16819063748707933,-0.16307021109811998,-0.1625768581501822,-0.1656781425041836,-0.16642959029647014,-0.16454621503058098,-0.16165175772147333,-0.1609064878174723,-0.1597101116363071,-0.16049599377162038,-0.1601885068057259,-0.16073557758618717,-0.1617252371728496,-0.16021340642256263,-0.16038074882614842,-0.16001696958931988,-0.1592466979351468,-0.15842681744668022,-0.15683190055875765
Tonga,-0.20023936655051594,-0.19630191809426373,-0.19458633569041645,-0.19102118908121557,-0.18531971464614025,-0.18530488097926867,-0.1902693694540558,-0.19179378107586714,-0.19057309276004938,-0.18782400984631367,-0.18697078020329674,-0.1863281554203297,-0.1877712222463803,-0.18797503783261815,-0.18898001759932145,-0.19051829818790222,-0.18916707035670005,-0.18932462816785867,-0.1889947314109369,-0.18803815743277824,-0.18824341649906137,-0.18603088430186368
Trinidad and Tobago,-0.19515064601325133,-0.19147336002779802,-0.19003478463035173,-0.1865989684103143,-0.1811853151150528,-0.18131705075244745,-0.18619951846620875,-0.18767882132078315,-0.18644903461915482,-0.1837626121727837,-0.18292427909083195,-0.1823829395995733,-0.18367216613063203,-0.18348289666251738,-0.1843152467454154,-0.18568331433195406,-0.1839780362302411,-0.18413573487562498,-0.1838059090528215,-0.18276794011619257,-0.18272045396220127,-0.1805909058319408
Tunisia,-0.16170245918404527,-0.1582917885163263,-0.1569282772336846,-0.15419619902107182,-0.14906803240372207,-0.14863383637165603,-0.15110445666879244,-0.1515620513557285,-0.1505322614543537,-0.14774009612444536,-0.14677785282024067,-0.1459923837803642,-0.1464401496604491,-0.14571455556327978,-0.1461613946905388,-0.146724225291174,-0.1455474825818932,-0.14510892478378928,-0.1450516642801982,-0.144634105822124,-0.14266425512504605,-0.14352677040666978
Turkey,0.042239917409030325,0.029471139158526914,0.014434765909485763,0.0004992757517088706,-0.004679725532665989,-0.0073683344624483746,-0.004721626042602882,-0.0013547900136456317,0.006261895091917541,0.021396551595052493,0.02219794775043031,0.025613731474294268,0.02918792882277937,0.035065618658226466,0.04706190985290989,0.05782206262509464,0.06521392926989493,0.06189996711888356,0.0509748067922346,0.05887360761838553,0.07745761985940473,0.05822720096635852
Turkmenistan,-0.1815963216105224,-0.17621271572525327,-0.1731308682539661,-0.1686659535652936,-0.16073168734059154,-0.1577825350708959,-0.16067156767933874,-0.1626200326628511,-0.16163329359379586,-0.16242818057286676,-0.16355758389601338,-0.16239344453547652,-0.16272483836284485,-0.16227402920443984,-0.16193001979668556,-0.16307612138373467,-0.16211083288428077,-0.16202338945116612,-0.16174531651503074,-0.1606456159299133,-0.1594977662513164,-0.15753738284410984
Tuvalu,-0.20050536597191565,-0.1965554989528806,-0.1948346857960098,-0.19126513887298868,-0.1855510158625119,-0.18552229755065097,-0.19050211708799142,-0.1920363551566277,-0.19081522370636667,-0.18806765595042846,-0.18721707237235935,-0.18657726536872762,-0.1880257435784772,-0.188230340071163,-0.18923443745212942,-0.19077219597351533,-0.18941283603290768,-0.18957035997073124,-0.18923472478954192,-0.18827129253010938,-0.18846897982427202,-0.18626943613996538
Uganda,-0.13494140133235427,-0.13225428859529276,-0.13362817900006524,-0.13477644606057768,-0.13247906001476945,-0.13564852848775924,-0.14140511377397663,-0.14544705538225772,-0.1462793961566474,-0.14622488873023604,-0.14677843110662026,-0.14568865614274532,-0.14776805654605166,-0.14798456984696454,-0.15023984316489852,-0.15246126311950536,-0.15126952773856164,-0.15160680604639062,-0.1489880708612225,-0.1448936102658706,-0.1429393194243513,-0.1349188172982485
Ukraine,0.6215687401581635,0.5621836425306298,0.5369284208944096,0.5092257156300122,0.46987734645033846,0.4747208028061303,0.47951287598884945,0.4776680990572704,0.4598512370928928,0.419181204385976,0.40309159189470795,0.3643559993289823,0.3559744961141989,0.34573589586903314,0.34585916491461083,0.2967489549235461,0.2735466012973322,0.2619795794462337,0.26689233902875215,0.2550038653608348,0.23887796443032397,0.22568960513341083
United Arab Emirates,-0.19773325231268074,-0.19363587800241713,-0.1916443618011972,-0.1880116036610553,-0.18202544232594686,-0.18169626570253283,-0.18633852052536473,-0.18803966718825652,-0.1870481867119951,-0.18435922065968754,-0.1834683309167397,-0.18260558052997125,-0.18372343282981646,-0.18379168579910785,-0.184548857297948,-0.18582766377882928,-0.18455065950391022,-0.18474738489018078,-0.18445612175977968,-0.1835867861952084,-0.183784035919515,-0.18058016165646495
United Kingdom,0.219766828662933,0.2568067759558165,0.24610181731815875,0.2189052811795733,0.1772721797387311,0.15694471882689084,0.15298721922815717,0.14294805082537812,0.1371423169585297,0.11143711975784838,0.10526976926377217,0.06171208555212517,0.06569057858176038,0.0592175487277404,0.04968045222191767,0.053524877289082444,0.03508038636985161,0.02492737888390995,0.02486364777215573,0.006855104065296925,0.008145391352094194,0.006590797437829635
United States,0.9977395400485142,0.9280814323729094,0.8864725326278965,0.8087017748222254,0.7320860342634846,0.6890804076942392,0.6858010196687904,0.6873239786361236,0.6623569329125413,0.616400749841444,0.6071914084168748,0.6078618137145678,0.6142834259765179,0.614080946582769,0.6329854251017618,0.6723963362256777,0.6678727904198843,0.6827002257000391,0.6759026575778604,0.6770743630618361,0.724105592110467,0.718444223134509
Uruguay,-0.17393526262714143,-0.17043547937352366,-0.17068469962059807,-0.1658008049019868,-0.1613894300608632,-0.16263817183176688,-0.1688543304070136,-0.16837073676465703,-0.1706686517455844,-0.16872604890184265,-0.16838563905047896,-0.16801732895293536,-0.17007766385522302,-0.1706989447482865,-0.1725093983048352,-0.17314092558828528,-0.1720344355268778,-0.1750873115700325,-0.17529307701081176,-0.17250591422399447,-0.17340542001584353,-0.17200662105210401
Uzbekistan,0.027564743112760838,0.021781789312607776,0.031215562001862974,0.027171747814337694,0.01888824761021963,0.030591692272052197,0.013503989714669111,0.007707154901383845,0.00196818262287431,-0.00844496366238536,-0.00744853961369511,-0.006164033247424078,-0.012120170202399845,-0.021823034437453995,-0.02541223288321011,-0.03749834599046627,-0.04030386331282921,-0.04291223870203381,-0.05582290435325704,-0.06293402964005951,-0.05274223775464437,-0.06605477719704357
Vanuatu,-0.199339447782625,-0.19537977580177263,-0.1936546871861906,-0.19010393056936295,-0.18440082916627673,-0.18435233951844118,-0.1892132831643294,-0.19070847436293603,-0.1894893775417476,-0.18671397471434661,-0.1858783394036344,-0.18521141770466812,-0.18661646469143256,-0.18681389968715045,-0.18781795186997777,-0.1893293374054102,-0.18798837975809798,-0.18814425584351968,-0.18781241189583156,-0.18685126831713253,-0.1870246007589605,-0.18487746851720385
Venezuela,-0.1495101069482967,-0.14597915404429368,-0.1478497863852806,-0.14331432403335162,-0.14117997632533924,-0.14022659734033788,-0.14108667158404528,-0.14053803780420704,-0.13834787557600212,-0.13637674859844462,-0.1341025671521665,-0.13124520225717534,-0.13199521643893397,-0.13335074119171247,-0.12960986325643437,-0.1281238423198742,-0.11833551240375818,-0.1213264181121373,-0.12121444115226386,-0.1192684057321309,-0.10794642365047728,-0.10378551863988211
Vietnam,0.5025313115228648,0.5051523015746052,0.5064291101661142,0.5009177449865394,0.5125547906405185,0.5336356374513946,0.5921893845652855,0.6317559303336313,0.64491223866997,0.6541205294286159,0.6626565321127796,0.6806554937926051,0.6993466297598981,0.7129998608064728,0.7283253849952059,0.7447314800537865,0.7388987878992939,0.7355634333055957,0.7331691662049213,0.7331094390162834,0.6630869497189726,0.7218400054356331
Yemen,-0.12273802321385338,-0.1215105864241336,-0.12227273000207849,-0.12255178339519082,-0.11917698732944994,-0.11882190392327349,-0.12021044086986146,-0.11894586782705828,-0.11789410637827744,-0.11572971758088733,-0.11572462600915183,-0.11427751917581863,-0.11396447866249075,-0.11219034441223458,-0.11138760076698151,-0.1121642969265294,-0.10923431652430309,-0.10802524925037944,-0.10658925890950954,-0.10412289503564418,-0.10112710798047515,-0.1030022319147313
Zambia,-0.1730637355073377,-0.1702575360204911,-0.16962456110035096,-0.16802528901122013,-0.1632023915807366,-0.1639525511897946,-0.16675673505096508,-0.16835996800155884,-0.1671650127351141,-0.1650859289109964,-0.16428466336105785,-0.162064464180466,-0.1630087635144284,-0.1632385432132535,-0.16370677365567157,-0.1645789280401096,-0.16312886754119424,-0.16340757068333964,-0.16245943246004635,-0.1602848768263028,-0.15618581189141537,-0.15041851017156768
Zimbabwe,-0.16804227285486226,-0.1636228099072904,-0.1608652496798048,-0.15676116725283726,-0.15000558347630571,-0.14945712510466896,-0.1525629109200161,-0.15280821262145214,-0.14988274323284428,-0.14680403492977478,-0.1404267648278784,-0.13904643852074514,-0.140418563096836,-0.1393692129485716,-0.1398153718780725,-0.140016976502928,-0.13824751200146848,-0.1383439316000736,-0.1373252366660495,-0.137888494035628,-0.1339894479100193,-0.13445064114949362
